sampleid,x,y,month,year,STATEFP,STATENS,AFFGEOID,GEOID,STUSPS,NAME,LSAD,ALAND,AWATER
MI 11-2014,-86.31859,41.97840,"10","2014","26","01779789",0400000US26,"26",MI,Michigan,"00","146488062160","103998746281"
MI 12-2014,-85.63482,42.06675,"6","2015","26","01779789",0400000US26,"26",MI,Michigan,"00","146488062160","103998746281"
MI 13-2014,-84.92442,43.19578,"10","2014","26","01779789",0400000US26,"26",MI,Michigan,"00","146488062160","103998746281"
MI 14-2014,-83.20382,43.59318,"10","2014","26","01779789",0400000US26,"26",MI,Michigan,"00","146488062160","103998746281"
MI 15-2014,-83.35245,43.33697,"10","2014","26","01779789",0400000US26,"26",MI,Michigan,"00","146488062160","103998746281"
MI 16-2014,-85.50550,43.61250,"10","2014","26","01779789",0400000US26,"26",MI,Michigan,"00","146488062160","103998746281"
MI 17-2014,-84.87324,43.00237,"10","2014","26","01779789",0400000US26,"26",MI,Michigan,"00","146488062160","103998746281"
MI 18-2014,-85.66281,43.63969,"9","2014","26","01779789",0400000US26,"26",MI,Michigan,"00","146488062160","103998746281"
MI 19-2014,-86.35946,42.09505,"10","2014","26","01779789",0400000US26,"26",MI,Michigan,"00","146488062160","103998746281"
MI 20-2014,-84.90599,43.17963,"10","2014","26","01779789",0400000US26,"26",MI,Michigan,"00","146488062160","103998746281"
MI 21-2014,-83.20382,43.59318,"10","2014","26","01779789",0400000US26,"26",MI,Michigan,"00","146488062160","103998746281"
MI 22-2014,-85.19697,42.85760,"9","2014","26","01779789",0400000US26,"26",MI,Michigan,"00","146488062160","103998746281"
MI 23-2014,-84.32879,43.64251,"10","2014","26","01779789",0400000US26,"26",MI,Michigan,"00","146488062160","103998746281"
MI 24-2014,-84.15154,43.34297,"10","2014","26","01779789",0400000US26,"26",MI,Michigan,"00","146488062160","103998746281"
MI-01-2015,-84.13464,42.36795,"10","2015","26","01779789",0400000US26,"26",MI,Michigan,"00","146488062160","103998746281"
MI-02-2015,-83.23212,43.56928,"10","2015","26","01779789",0400000US26,"26",MI,Michigan,"00","146488062160","103998746281"
MI-03-2015,-86.07950,42.62831,"10","2015","26","01779789",0400000US26,"26",MI,Michigan,"00","146488062160","103998746281"
MI-04-2015,-85.39521,44.39892,"10","2015","26","01779789",0400000US26,"26",MI,Michigan,"00","146488062160","103998746281"
MI-05-2015,-82.85955,43.67330,"10","2015","26","01779789",0400000US26,"26",MI,Michigan,"00","146488062160","103998746281"
MI-06-2015,-84.32911,43.64260,"10","2015","26","01779789",0400000US26,"26",MI,Michigan,"00","146488062160","103998746281"
MI-07-2015,-84.18770,43.35485,"10","2015","26","01779789",0400000US26,"26",MI,Michigan,"00","146488062160","103998746281"
MI-08-2015,-86.07440,42.77825,"10","2015","26","01779789",0400000US26,"26",MI,Michigan,"00","146488062160","103998746281"
MI-09-2015,-85.19670,42.85760,"10","2015","26","01779789",0400000US26,"26",MI,Michigan,"00","146488062160","103998746281"
MI-10-2015,-82.97896,43.20514,"10","2015","26","01779789",0400000US26,"26",MI,Michigan,"00","146488062160","103998746281"
MI-11-2015,-85.66259,45.03148,"10","2015","26","01779789",0400000US26,"26",MI,Michigan,"00","146488062160","103998746281"
MI-12-2015,-82.79449,43.64312,"10","2015","26","01779789",0400000US26,"26",MI,Michigan,"00","146488062160","103998746281"
MI-13-2015,-85.99758,44.61682,"10","2015","26","01779789",0400000US26,"26",MI,Michigan,"00","146488062160","103998746281"
MI-14-2015,-84.95543,43.42780,"10","2015","26","01779789",0400000US26,"26",MI,Michigan,"00","146488062160","103998746281"
MI-15-2015,-85.63903,42.02933,"10","2015","26","01779789",0400000US26,"26",MI,Michigan,"00","146488062160","103998746281"
MI-16-2015,-82.82316,43.67946,"10","2015","26","01779789",0400000US26,"26",MI,Michigan,"00","146488062160","103998746281"
MI-17-2015,-84.44590,43.24767,"10","2015","26","01779789",0400000US26,"26",MI,Michigan,"00","146488062160","103998746281"
MI-18-2015,-85.19697,42.85760,"7","2015","26","01779789",0400000US26,"26",MI,Michigan,"00","146488062160","103998746281"
MI-19-2015,-82.65923,43.53655,"10","2015","26","01779789",0400000US26,"26",MI,Michigan,"00","146488062160","103998746281"
MI-20-2015,-85.63482,42.06675,"10","2015","26","01779789",0400000US26,"26",MI,Michigan,"00","146488062160","103998746281"
MI-21-2015,-84.98620,43.41929,"10","2015","26","01779789",0400000US26,"26",MI,Michigan,"00","146488062160","103998746281"
MI-22-2015,-85.39344,43.36537,"11","2015","26","01779789",0400000US26,"26",MI,Michigan,"00","146488062160","103998746281"
MI-23-2015,-84.03741,43.10076,"10","2015","26","01779789",0400000US26,"26",MI,Michigan,"00","146488062160","103998746281"
MI-24-2015,-83.89426,43.01058,"10","2015","26","01779789",0400000US26,"26",MI,Michigan,"00","146488062160","103998746281"
MT 22-2011,-111.93161,46.62260,"6","2012","30","00767982",0400000US30,"30",MT,Montana,"00","376960880222","3871059371"
MT 15-2011,-112.28491,48.25325,"6","2012","30","00767982",0400000US30,"30",MT,Montana,"00","376960880222","3871059371"
MT 05-2013,-112.37253,47.50133,"5","2013","30","00767982",0400000US30,"30",MT,Montana,"00","376960880222","3871059371"
MT 04-2011,-113.90942,46.87640,"9","2011","30","00767982",0400000US30,"30",MT,Montana,"00","376960880222","3871059371"
MT 02-2011,-112.00895,46.65297,"9","2011","30","00767982",0400000US30,"30",MT,Montana,"00","376960880222","3871059371"
MT 25-2011,-111.21071,45.70663,"6","2012","30","00767982",0400000US30,"30",MT,Montana,"00","376960880222","3871059371"
MT 04-2013,-112.19556,47.80043,"5","2013","30","00767982",0400000US30,"30",MT,Montana,"00","376960880222","3871059371"
MT 13-2013,-111.49934,45.91112,"5","2013","30","00767982",0400000US30,"30",MT,Montana,"00","376960880222","3871059371"
MT 12-2011,-114.06246,47.16311,"4","2012","30","00767982",0400000US30,"30",MT,Montana,"00","376960880222","3871059371"
MT 18-2011,-111.71405,45.95208,"6","2012","30","00767982",0400000US30,"30",MT,Montana,"00","376960880222","3871059371"
MT 01-2013,-114.08067,46.32890,"5","2013","30","00767982",0400000US30,"30",MT,Montana,"00","376960880222","3871059371"
MT 24-2011,-112.23259,45.58628,"6","2012","30","00767982",0400000US30,"30",MT,Montana,"00","376960880222","3871059371"
MT 19-2011,-114.28526,48.40011,"6","2012","30","00767982",0400000US30,"30",MT,Montana,"00","376960880222","3871059371"
MT 23-2011,-112.17382,45.50250,"6","2012","30","00767982",0400000US30,"30",MT,Montana,"00","376960880222","3871059371"
MT 03-2013,-114.08031,46.69389,"5","2013","30","00767982",0400000US30,"30",MT,Montana,"00","376960880222","3871059371"
MT 12-2013,-111.68555,47.71361,"5","2013","30","00767982",0400000US30,"30",MT,Montana,"00","376960880222","3871059371"
MT 11-2011,-114.99970,47.17524,"4","2012","30","00767982",0400000US30,"30",MT,Montana,"00","376960880222","3871059371"
MT 06-2013,-112.14559,48.74054,"5","2013","30","00767982",0400000US30,"30",MT,Montana,"00","376960880222","3871059371"
MT 01-2011,-112.08478,46.64425,"8","2011","30","00767982",0400000US30,"30",MT,Montana,"00","376960880222","3871059371"
MT 02-2013,-114.08067,46.32890,"5","2013","30","00767982",0400000US30,"30",MT,Montana,"00","376960880222","3871059371"
MT 07-2011,-112.71210,45.15989,"9","2011","30","00767982",0400000US30,"30",MT,Montana,"00","376960880222","3871059371"
MT 20-2011,-114.35700,48.38734,"6","2012","30","00767982",0400000US30,"30",MT,Montana,"00","376960880222","3871059371"
MT 21-2011,-112.80610,46.61901,"6","2012","30","00767982",0400000US30,"30",MT,Montana,"00","376960880222","3871059371"
MT 05-2011,-114.12062,46.96540,"9","2011","30","00767982",0400000US30,"30",MT,Montana,"00","376960880222","3871059371"
MT 08-2011,-111.34245,47.47162,"10","2011","30","00767982",0400000US30,"30",MT,Montana,"00","376960880222","3871059371"
MT 06-2011,-114.05573,46.83921,"9","2011","30","00767982",0400000US30,"30",MT,Montana,"00","376960880222","3871059371"
MT 14-2013,-111.29379,45.78600,"5","2013","30","00767982",0400000US30,"30",MT,Montana,"00","376960880222","3871059371"
MT 01-2014,-114.65143,47.67460,"9","2014","30","00767982",0400000US30,"30",MT,Montana,"00","376960880222","3871059371"
MT 02-2014,-112.00084,46.69823,"9","2014","30","00767982",0400000US30,"30",MT,Montana,"00","376960880222","3871059371"
MT 03-2014,-112.06944,46.62656,"9","2014","30","00767982",0400000US30,"30",MT,Montana,"00","376960880222","3871059371"
MT 04-2014,-114.07707,46.21102,"10","2014","30","00767982",0400000US30,"30",MT,Montana,"00","376960880222","3871059371"
MT 05-2014,-111.87875,46.03836,"10","2014","30","00767982",0400000US30,"30",MT,Montana,"00","376960880222","3871059371"
MT 06-2014,-112.00869,46.15466,"10","2014","30","00767982",0400000US30,"30",MT,Montana,"00","376960880222","3871059371"
MT 07-2014,-111.83847,47.61097,"10","2014","30","00767982",0400000US30,"30",MT,Montana,"00","376960880222","3871059371"
MT 08-2014,-111.96774,47.48373,"10","2014","30","00767982",0400000US30,"30",MT,Montana,"00","376960880222","3871059371"
MT 10-2014,-112.10524,45.90742,"5","2015","30","00767982",0400000US30,"30",MT,Montana,"00","376960880222","3871059371"
MT 11-2014,-111.91517,45.79692,"5","2015","30","00767982",0400000US30,"30",MT,Montana,"00","376960880222","3871059371"
MT 12-2014,-111.37509,45.87982,"5","2015","30","00767982",0400000US30,"30",MT,Montana,"00","376960880222","3871059371"
MT 13-2014,-111.21677,45.70717,"5","2015","30","00767982",0400000US30,"30",MT,Montana,"00","376960880222","3871059371"
MT 14-2014,-111.34215,47.47151,"5","2015","30","00767982",0400000US30,"30",MT,Montana,"00","376960880222","3871059371"
MT 15-2014,-111.34229,47.63782,"5","2015","30","00767982",0400000US30,"30",MT,Montana,"00","376960880222","3871059371"
MT 18-2014,-114.06761,47.15626,"6","2015","30","00767982",0400000US30,"30",MT,Montana,"00","376960880222","3871059371"
MT-01-2015,-114.05650,46.29249,"6","2015","30","00767982",0400000US30,"30",MT,Montana,"00","376960880222","3871059371"
MT-02-2015,-114.20109,47.97341,"6","2015","30","00767982",0400000US30,"30",MT,Montana,"00","376960880222","3871059371"
MT-03-2015,-113.82696,46.83119,"6","2015","30","00767982",0400000US30,"30",MT,Montana,"00","376960880222","3871059371"
MT-05-2015,-112.06943,46.62656,"8","2015","30","00767982",0400000US30,"30",MT,Montana,"00","376960880222","3871059371"
MT-06-2015,-112.16062,45.80089,"8","2015","30","00767982",0400000US30,"30",MT,Montana,"00","376960880222","3871059371"
MT-07-2015,-112.22946,45.59838,"8","2015","30","00767982",0400000US30,"30",MT,Montana,"00","376960880222","3871059371"
MT-08-2015,-114.06852,46.91069,"8","2015","30","00767982",0400000US30,"30",MT,Montana,"00","376960880222","3871059371"
MT-10-2015,-114.16928,48.34081,"8","2015","30","00767982",0400000US30,"30",MT,Montana,"00","376960880222","3871059371"
MT 17-2011,-106.15184,45.34502,"6","2012","30","00767982",0400000US30,"30",MT,Montana,"00","376960880222","3871059371"
MT 15-2013,-109.29504,48.55890,"6","2013","30","00767982",0400000US30,"30",MT,Montana,"00","376960880222","3871059371"
MT 17-2013,-108.22675,48.39043,"6","2013","30","00767982",0400000US30,"30",MT,Montana,"00","376960880222","3871059371"
MT 22-2013,-109.24833,45.65659,"6","2013","30","00767982",0400000US30,"30",MT,Montana,"00","376960880222","3871059371"
MT 20-2013,-108.68805,45.78302,"6","2013","30","00767982",0400000US30,"30",MT,Montana,"00","376960880222","3871059371"
MT 08-2013,-104.27733,47.56837,"5","2013","30","00767982",0400000US30,"30",MT,Montana,"00","376960880222","3871059371"
MT 21-2013,-108.73398,45.64392,"6","2013","30","00767982",0400000US30,"30",MT,Montana,"00","376960880222","3871059371"
MT 10-2011,-108.99927,45.32690,"10","2011","30","00767982",0400000US30,"30",MT,Montana,"00","376960880222","3871059371"
MT 10-2013,-105.55335,48.08393,"5","2013","30","00767982",0400000US30,"30",MT,Montana,"00","376960880222","3871059371"
MT 23-2013,-110.55510,47.78921,"6","2013","30","00767982",0400000US30,"30",MT,Montana,"00","376960880222","3871059371"
MT 09-2011,-108.63317,45.73549,"10","2011","30","00767982",0400000US30,"30",MT,Montana,"00","376960880222","3871059371"
MT 18-2013,-105.74927,46.48623,"6","2013","30","00767982",0400000US30,"30",MT,Montana,"00","376960880222","3871059371"
MT 16-2011,-106.38760,45.91129,"6","2012","30","00767982",0400000US30,"30",MT,Montana,"00","376960880222","3871059371"
MT 19-2013,-105.69151,46.51772,"6","2013","30","00767982",0400000US30,"30",MT,Montana,"00","376960880222","3871059371"
MT 16-2013,-109.03197,48.58789,"6","2013","30","00767982",0400000US30,"30",MT,Montana,"00","376960880222","3871059371"
MT 09-2013,-104.12004,47.74011,"5","2013","30","00767982",0400000US30,"30",MT,Montana,"00","376960880222","3871059371"
MT 11-2013,-105.69156,48.07059,"5","2013","30","00767982",0400000US30,"30",MT,Montana,"00","376960880222","3871059371"
MT 14-2011,-110.77875,47.83978,"5","2012","30","00767982",0400000US30,"30",MT,Montana,"00","376960880222","3871059371"
MT 24-2013,-110.90100,47.31157,"6","2013","30","00767982",0400000US30,"30",MT,Montana,"00","376960880222","3871059371"
MT 03-2011,-107.61195,45.68122,"9","2011","30","00767982",0400000US30,"30",MT,Montana,"00","376960880222","3871059371"
MT 07-2013,-104.62991,46.41316,"5","2013","30","00767982",0400000US30,"30",MT,Montana,"00","376960880222","3871059371"
MT 09-2014,-110.23007,47.14307,"5","2015","30","00767982",0400000US30,"30",MT,Montana,"00","376960880222","3871059371"
MT 16-2014,-110.99099,45.67242,"6","2015","30","00767982",0400000US30,"30",MT,Montana,"00","376960880222","3871059371"
MT 17-2014,-109.22855,45.48872,"6","2015","30","00767982",0400000US30,"30",MT,Montana,"00","376960880222","3871059371"
MT 19-2014,-108.68110,45.78270,"6","2015","30","00767982",0400000US30,"30",MT,Montana,"00","376960880222","3871059371"
MT 20-2014,-110.53569,45.69577,"6","2015","30","00767982",0400000US30,"30",MT,Montana,"00","376960880222","3871059371"
MT 21-2014,-107.37937,45.20504,"6","2015","30","00767982",0400000US30,"30",MT,Montana,"00","376960880222","3871059371"
MT 22-2014,-107.59968,45.70476,"6","2015","30","00767982",0400000US30,"30",MT,Montana,"00","376960880222","3871059371"
MT 23-2014,-108.73379,45.64399,"6","2015","30","00767982",0400000US30,"30",MT,Montana,"00","376960880222","3871059371"
MT 24-2014,-108.72645,45.73026,"6","2015","30","00767982",0400000US30,"30",MT,Montana,"00","376960880222","3871059371"
MT-04-2015,-110.99702,45.65306,"6","2015","30","00767982",0400000US30,"30",MT,Montana,"00","376960880222","3871059371"
MT-09-2015,-110.71815,47.83936,"8","2015","30","00767982",0400000US30,"30",MT,Montana,"00","376960880222","3871059371"
IL 12-2013,-87.57036,39.29240,"8","2013","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IN 14-2012,-87.56106,38.59273,"10","2012","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IN 23-2013,-86.13763,38.77480,"9","2013","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IN 20-2012,-86.17746,38.81403,"5","2013","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IN 21-2012,-86.17380,38.81412,"5","2013","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IN 13-2013,-85.44376,38.63011,"8","2013","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IN 22-2013,-86.13763,38.77480,"9","2013","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IN 09-2012,-87.45398,38.87936,"8","2012","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IN 22-2012,-86.22594,38.84332,"5","2013","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IL 07-2011,-85.09232,39.12031,"9","2011","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IN 01-2012,-84.90849,38.93535,"7","2012","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IL 15-2011,-86.14120,38.77381,"9","2011","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IN 17-2013,-85.95756,38.26570,"9","2013","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IN 06-2012,-84.98322,39.00124,"8","2012","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IN 13-2012,-85.55492,38.70831,"10","2012","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IL 22-2011,-87.49129,38.63576,"10","2011","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IL 18-2011,-85.99968,38.27037,"10","2011","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IN 12-2010,-86.13564,38.76725,"7","2010","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IN 14-2010,-87.45410,38.87843,"7","2010","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IL 11-2011,-84.98321,39.00124,"9","2011","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IN 16-2010,-85.09212,39.12079,"8","2010","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IN 25-2010,-86.36571,38.56681,"9","2010","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IN 17-2010,-84.98330,39.00126,"8","2010","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IN 08-2013,-86.36512,38.56681,"7","2013","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IN 10-2010,-86.14757,38.77812,"7","2010","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IN 11-2010,-86.24100,38.85550,"7","2010","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IN 04-2013,-84.98522,39.00256,"7","2013","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IN 24-2013,-86.13763,38.77480,"9","2013","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IL 17-2011,-86.36571,38.56681,"10","2011","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IN 19-2010,-85.99968,38.27037,"9","2010","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IL 16-2011,-86.17714,38.80382,"10","2011","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IN 02-2012,-86.36567,38.56676,"7","2012","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IN 05-2013,-85.01444,38.97849,"7","2013","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IN 04-2014,-86.36577,38.56671,"8","2014","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IN 05-2014,-85.95628,38.26570,"9","2014","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IN 11-2014,-84.98321,39.00124,"10","2014","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IN 12-2014,-85.09232,39.12032,"10","2014","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IN 19-2014,-86.18929,38.79095,"11","2014","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IN 20-2014,-86.18609,38.80201,"11","2014","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IN 21-2014,-86.22834,38.84316,"11","2014","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IN 22-2014,-86.22511,38.84294,"11","2014","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IN 23-2014,-86.17693,38.80366,"11","2014","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IN 24-2014,-86.22595,38.84333,"11","2014","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IN-03-2015,-86.36577,38.56671,"7","2015","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IN-04-2015,-86.22734,38.84316,"8","2015","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IN-12-2015,-85.09232,39.12032,"9","2015","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IN-14-2015,-84.98321,39.00124,"9","2015","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IN-15-2015,-84.98253,39.00345,"9","2015","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IN-16-2015,-85.44160,38.62889,"9","2015","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IN-19-2015,-86.22734,38.84316,"9","2015","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IN-20-2015,-86.22734,38.84316,"9","2015","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IN-21-2015,-86.22734,38.84316,"9","2015","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IN-22-2015,-85.95628,38.26570,"9","2015","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IN 02-2010,-86.07849,41.73347,"6","2010","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IN 10-2012,-86.48945,39.86488,"8","2012","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IN 15-2013,-86.31248,39.54956,"8","2013","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IN 12-2013,-86.39174,41.59200,"8","2013","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IN 11-2012,-86.62432,39.38313,"9","2012","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IN 02-2013,-85.96601,41.45822,"7","2013","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IN 14-2013,-87.44389,39.30617,"8","2013","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IN 20-2013,-86.54793,39.47530,"9","2013","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IN 12-2012,-85.76272,39.74056,"9","2012","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IN 03-2013,-85.76806,40.75294,"7","2013","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IN 07-2012,-85.87812,40.58182,"8","2012","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IN 01-2013,-86.42653,39.86590,"6","2013","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IN 08-2012,-86.38794,39.56603,"8","2012","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IN 04-2012,-85.10397,39.19543,"8","2012","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IN 19-2012,-86.92827,40.40460,"5","2013","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IN 15-2012,-87.46414,39.27852,"10","2012","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IL 01-2011,-86.46767,41.45574,"9","2011","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IN 05-2010,-86.48553,39.73449,"6","2010","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IL 05-2011,-86.38310,39.56600,"9","2011","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IN 09-2010,-85.00028,41.31911,"6","2010","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IN 13-2010,-86.44847,39.43168,"7","2010","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IN 18-2012,-86.94893,40.44274,"5","2013","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IL 13-2011,-85.76271,39.74056,"9","2011","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IN 20-2010,-86.90124,39.87177,"9","2010","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IL 08-2011,-86.57903,39.35797,"9","2011","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IL 20-2011,-85.64598,40.66415,"10","2011","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IN 06-2010,-85.90145,40.13366,"6","2010","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IN 24-2012,-85.91145,39.75824,"5","2013","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IN 10-2013,-85.70830,40.66670,"8","2013","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IL 25-2011,-87.44499,39.30736,"10","2011","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IL 12-2011,-86.57072,39.71447,"9","2011","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IN 22-2010,-85.91380,39.52740,"9","2010","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IN 18-2013,-87.35931,39.67197,"9","2013","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IN 09-2013,-86.18122,40.74411,"8","2013","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IN 07-2013,-85.29565,39.24584,"7","2013","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IN 04-2010,-86.48549,39.85107,"6","2010","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IN 23-2012,-86.12514,39.50153,"5","2013","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IL 21-2011,-85.38766,40.81419,"10","2011","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IN 05-2012,-84.86197,39.20639,"8","2012","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IN 15-2010,-85.10823,39.19751,"8","2010","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IN 01-2010,-85.70829,40.66670,"6","2010","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IN 03-2010,-86.39937,41.50554,"6","2010","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IL 09-2011,-86.62432,39.38313,"9","2011","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IN 16-2012,-85.64599,40.66415,"10","2012","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IN 23-2010,-85.38766,40.81419,"10","2010","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IL 04-2011,-87.08474,40.40701,"9","2011","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IN 16-2013,-86.48654,39.75401,"8","2013","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IN 08-2010,-85.11702,40.91855,"6","2010","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IL 03-2011,-86.48945,39.86488,"9","2011","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IL 23-2011,-86.54901,40.96874,"10","2011","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IN 07-2010,-86.10266,40.15025,"6","2010","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IL 02-2011,-86.39106,41.59342,"9","2011","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
IN 19-2013,-86.54793,39.47530,"9","2013","18","00448508",0400000US18,"18",IN,Indiana,"00","92787765193","1539541677"
